ID,TimeIn
fe2051403cfc4570b51f11489bba2587,17:40:23 31/08/2018
552babc311564a8d81e8668d3d4a25e2,18:41:53 31/08/2018
e92d017106ff46e694cebb8007f054e5,18:34:25 31/08/2018
cc02e64662544656a8d14b0e628940dd,18:50:12 31/08/2018
02372e5268fa40548e972a441a8b4abc,18:55:00 31/08/2018
a6e4b4164a01400db6692cea03a1cd7e,18:45:17 31/08/2018
afb95d0433a44ee7be0cf60a93d279dc,18:46:36 31/08/2018
12803510b7084ab9b7fc1dbbff27a0b8,18:45:23 31/08/2018
97b07c8d5f2444cfbb3f685564ffef9b,18:39:22 31/08/2018
033842dfbb814f17a639f3e2f8cfef18,18:51:57 31/08/2018
d5f26e42fd0e4af79c2edfb807a07b89,18:35:49 31/08/2018
c836b144da724b44add903c243539945,18:52:46 31/08/2018
e99c23209ad54cd0bf0707300c2699e9,19:02:11 31/08/2018
158ff66c7a544e7f81c1ab6d94decef5,18:40:31 31/08/2018
b03f2871375349d9ab12a4e8960cab25,18:34:48 31/08/2018
cef8cfc4988e4c4a9bea1878b606d2c9,18:54:24 31/08/2018
0effbc791c9d445b9d6e1e5c8c691648,18:41:36 31/08/2018
9abbd4c1d766492da9b99dd6d0fe8c93,18:41:58 31/08/2018
0decf1e7afc84c21bab378248f59e89a,18:16:13 31/08/2018
9918753c7c664c96ab9bede337cd1e34,18:43:54 31/08/2018
8efb2906536c4e75a0a41706a1ae00d3,17:45:29 31/08/2018
ef0765ff67d54df98b576252ace2e108,18:15:32 31/08/2018
91dd00e203d34bc3895b82410cb492f0,18:47:47 31/08/2018
97f20911d5a74888ba66e851da9e5e4d,18:35:55 31/08/2018
fa637535a9054cd8a6011b5dca8c16aa,18:38:32 31/08/2018
f060432af56f46fba5c7532dd2b8fc30,18:54:01 31/08/2018
02c25590d33847fa899aec5e26f199cb,18:28:39 31/08/2018
9ff6fab86bb84056894e0b0e741ec650,19:14:20 31/08/2018
036f86b6669749d6885522dc77e91595,18:54:29 31/08/2018
f4b3adb6180646d19cbd01333e3e29aa,19:04:42 31/08/2018
1dd7f217653e4cb19b4d5af8db540d37,18:41:28 31/08/2018
7243eece9d6642db94924eec81f3fefb,18:37:30 31/08/2018
312b0e338cb24b6b86eb4e53450542bf,18:47:07 31/08/2018
7e4151d86ea74b1fb8ae2f2e7e5c7bdd,18:52:52 31/08/2018
da9481aea0844714a4577f953f41e1ed,18:32:45 31/08/2018
7661973c71634ef0ab5699727569542b,18:43:01 31/08/2018
a0a2c4e581484cf68f6d4ad4eba07d1b,18:42:30 31/08/2018
8435f9da439f42b19d73f0aa4e4ddb12,17:09:57 31/08/2018
3e051c6ff87a462eb6d74b20b1265d75,18:53:53 31/08/2018
cd3a8249bf3e40aa8793fad9a4a6bc5b,18:55:46 31/08/2018
e6f2b66162684a8390a9831b71a5a22b,18:50:19 31/08/2018
266271b5b1054530812518066b5e42e6,18:57:41 31/08/2018
1bec4f548d2b4d3489306eb69dd5a53f,18:45:38 31/08/2018
3dd99764543c4756bbe34b6cdc4c07ad,18:31:53 31/08/2018
d229123753844964a3595e91648494d8,18:49:34 31/08/2018
3a9ecc43f8114f818a6f0df552d84a7e,18:37:16 31/08/2018
afbb202d8dbd4ca1be31f681218cdc9f,18:51:53 31/08/2018
4845f050c6614d7e8f47a5c58d4ef118,18:31:54 31/08/2018
d77071edcf0d43f198b04b33af84df53,18:54:49 31/08/2018
0192ba7d968645e3a42e693d7ae04135,18:44:39 31/08/2018
161ee26498e548baac0bdba837061deb,18:50:54 31/08/2018
e261e25735564c12ab17969a6953eb72,18:05:52 31/08/2018
3c04f0fa394c497485954c3983a2e65a,18:54:50 31/08/2018
66ecbd39c794458db208bfa1d345935c,18:39:58 31/08/2018
cece44babcc844e9be12cd1d0aea8234,18:36:10 31/08/2018
bcc65f64dc384aeb828540e58a48dfcd,18:44:47 31/08/2018
df4d69b825974cc299a2bd32393f8c04,18:37:41 31/08/2018
0bc5faf488d945fea7bb630a0c48908e,18:42:47 31/08/2018
489023a836dd40e48d405d60ee4bc28c,18:56:02 31/08/2018
62384dc558bc4678a7257a48ad4b0e5c,18:49:25 31/08/2018
dae24c141b6b470397b25e924aca56b4,18:44:28 31/08/2018
1bbba75eb57a406bbd0e33e33bdc441f,18:38:14 31/08/2018
622a3595df214d8f97d7c9e6cca5412f,18:21:29 31/08/2018
1ad8dfcc79734a52af9178a5f2c01a4b,18:27:18 31/08/2018
d334bdd9e6574e58a500877e55d11efe,18:54:34 31/08/2018
9bf6903eeb5f401cbd9e2bc17e6c0726,18:47:34 31/08/2018
4e75605e7d0141beb3d18c8485a5f5a9,18:44:36 31/08/2018
f942efaf1e374b60bffc1590eacb5fda,18:49:19 31/08/2018
cee63d9405aa42a887502b71d73e2e19,18:51:53 31/08/2018
aa00075501b944048a061cd7f3eb6745,18:28:30 31/08/2018
93c6ccfadf41419a9342ad8ae48ab16c,18:49:11 31/08/2018
b93224f1339b4f5cb5bfe90170fb8102,18:30:33 31/08/2018
d41325e6518a4960b49cd780c2b6f39a,18:43:29 31/08/2018
b81b9c3237ea4b89a926792ae4943084,18:49:03 31/08/2018
25858459852342f7b1a8ef51c7199117,18:58:28 31/08/2018
4f6c81020dd144cda91d4dfcebebcc2f,18:29:16 31/08/2018
3151958ae0f3471b85168b3d873c6af5,18:52:18 31/08/2018
41486fae592a4b58a223e70a9d924caf,17:44:48 31/08/2018
5bb7583d1d7f4903a50793e733ff8b09,18:50:41 31/08/2018
22c38c9ac48c499cb154758c7316367e,18:25:47 31/08/2018
987f2e6132e441c6b9177169c9022237,18:54:38 31/08/2018
0a14b277b66c466fb652a0405bcbdb80,18:55:37 31/08/2018
4be8f61937c54418a3727b08c7051d01,18:52:02 31/08/2018
9bbddf89829a4cfe8069a63d2edf37ab,18:31:08 31/08/2018
0604a01e1c624b2490e230f662224e0d,18:53:40 31/08/2018
ee3cef17051b45149216991537b05725,18:32:59 31/08/2018
1109a369e00b4084bfa0047e43adad2f,18:45:47 31/08/2018
60cb19655391407e99b67551eace4907,18:41:10 31/08/2018
74c8b2360f5d46e98865b16b3b1a633d,18:46:14 31/08/2018
d7a3d304f65546219093366eb65a7036,18:49:34 31/08/2018
1d8fd8a7a6264a5796c35551cac42300,18:41:22 31/08/2018
38b0a3afa5314509b3e7615c86d7c9c6,18:48:45 31/08/2018
222539948c6344508e8a125bdf4606b2,18:50:06 31/08/2018
643c223396df48689663545588e3c54c,18:45:10 31/08/2018
797e4b64337247d7b8ead34b730c951b,17:46:32 31/08/2018
32f614e7c2dd41cbb3c2a8c2c1297175,18:41:01 31/08/2018
fb651365d47a434b85d21e26f8e76056,18:36:24 31/08/2018
fa37b0cbb910478990e10ce0d63edbde,17:31:17 31/08/2018
7cb05ff65f684479a5ee03d4507a89f8,18:48:50 31/08/2018
8993de41a97c4e63bd03b4767e531cee,18:44:06 31/08/2018
8679cc1b0acb4093aa6f4cf76edf05f5,18:36:48 31/08/2018
cffad8698f074b239599034747216602,18:48:38 31/08/2018
5552606e0ba14166b245c1063d17b34f,18:46:12 31/08/2018
6b36d23973d94458884fb0036279e2f7,18:38:44 31/08/2018
fd1b818974f84ba5934b25222b740ffb,18:28:15 31/08/2018
ba152ee5843f4a5b8d92101690c94c26,18:48:06 31/08/2018
b205a5ab8a4048b280a72062ed1dd7af,18:46:02 31/08/2018
70f34005ed0045db867ac06f85faafaa,18:25:35 31/08/2018
4cf1e5c519bd4b6da2a9d313f7b8cfea,18:44:21 31/08/2018
c09c73ac372f4c50a3c344b7537805ae,18:44:49 31/08/2018
ee7bdd96334d461ebc44476a0cbbc732,18:45:05 31/08/2018
f22355b688e543b995ab465d1c8146af,18:49:37 31/08/2018
6e6483f16f494651a49277a9b45322a3,18:24:53 31/08/2018
747d37d2c374413d9ab4a382c0b360a2,18:30:55 31/08/2018
37c04bb1eed9435790ffdae1936cbde2,18:40:24 31/08/2018
ce8554f6b2ce4bbb8aea0a00fb98cf19,18:32:40 31/08/2018
27cbdce9cfed44f5ad0c456925d41a2d,18:43:06 31/08/2018
8108f2c587b7496787b68204176b1059,18:56:10 31/08/2018
90d48dd8a9b7403da43b3bb9769f0a81,18:46:18 31/08/2018
76d716c49ac24e78b4e095434477f447,18:48:18 31/08/2018
765fc236c8a44c1aa504b3425a280947,18:50:43 31/08/2018
a039a4fef84242478040ea6414d1eac2,18:29:28 31/08/2018
c9af0db277404657974c3825a335c39b,18:44:16 31/08/2018
157528f3dc61405592ec481087c93fe1,18:51:21 31/08/2018
648178aa5641458786d8dd8306709d50,18:51:37 31/08/2018
d05de6bd2914487895125ed241173ae6,18:52:14 31/08/2018
fde6c43dab6c4d9a9efc0d95c31ab1b5,18:50:33 31/08/2018
13d3b8cdff904792907640a27378a66b,18:50:39 31/08/2018
9d88856d403941f5a031d7fece9419ca,18:34:50 31/08/2018
c5685f74e318494d969d2c1a25ecfdcc,18:47:28 31/08/2018
be7e8636244a45618156953b3a923352,18:30:10 31/08/2018
d579dea60259499590b24686fcacf080,18:55:57 31/08/2018
d54f88541dfb4679b5d952d35646b6ad,18:53:08 31/08/2018
ca9b0491018147589de4ffe31e2f8719,18:51:27 31/08/2018
b7a2d02c533042c48cd63c4002439225,18:50:59 31/08/2018
a583c4791c5e46d9a072d07bc3963a4b,18:48:28 31/08/2018
fd7fea0fc519438bb04bee21beaa36ae,18:44:14 31/08/2018
ff4b19919ec847d2bb017299c9ca3a5c,18:52:28 31/08/2018
189cdac97195459b8dff5f6f11222ba9,19:04:29 31/08/2018
2f8fd8756dfe49e4977f2968ac077cba,18:52:15 31/08/2018
e1adaac941fd47299efa0d9c50231e73,18:47:44 31/08/2018
afe58bcab739460da2a52d8d60b08bad,18:36:22 31/08/2018
9e8e035ff6ca48a080794f7cbe4326f4,18:54:56 31/08/2018
8773a3262f8c4be886a90d4f6c32aeb6,18:28:46 31/08/2018
4227510444e541f883342e50070aba4d,18:31:30 31/08/2018
c44e8a4ad0234d52b926dd0bae7e51e0,18:35:08 31/08/2018
7deafc52399443839eb687a4531d1201,18:46:28 31/08/2018
904111a8526741de9ec7a7b0cc9ec44f,18:28:11 31/08/2018
2332a93bf57048039cb9040efa6dd44e,18:43:39 31/08/2018
0aea22171995494c8a377b3508e2b64e,18:40:09 31/08/2018
5b80287ee6b54ccf99a41b396bb79014,18:48:29 31/08/2018
e7f2ce3406204b0291d1382ab8f5abd8,18:33:35 31/08/2018
a77a28b77df44ab78e8e68618fe43bd0,19:04:08 31/08/2018
a81110c538d34974b0df504b3f8c12c6,18:55:59 31/08/2018
789a88d25a7c4343a1b341cb1d69af1d,18:47:27 31/08/2018
e7d58d58662f4887beb81e7f0074873a,18:25:48 31/08/2018
01ae5a0c49484df49c0495395753adf3,17:44:44 31/08/2018
0e2a34af47fe43da8e2d14a299eb270b,18:35:16 31/08/2018
f8b0125f039945efa6c7674e6d7dbbaf,18:47:33 31/08/2018
78072f96cf5a49d99dc90f50f9718352,18:55:28 31/08/2018
edbfb563bd56488e9046b1340b1f474b,18:37:09 31/08/2018
e470bdbf29244264899ad6d9a49c0f3a,18:44:05 31/08/2018
72d7ab0a0e984b8688f0f4a4a4034279,18:49:43 31/08/2018
0e8b0038aa6e4a2295a6d83ac8d258a0,18:27:36 31/08/2018
e52b6103777040c98b7c34cfd8e8d1f4,18:47:05 31/08/2018
118d544570034673972cbc98ddf98bb6,19:16:35 31/08/2018
f9e7f8abe851449eb26b7cc9a13f4aec,18:36:31 31/08/2018
da20c4760b664bc9b1e8057c30fa13dc,18:50:35 31/08/2018
16bda94c6c854ec0bf812cb4a1fbb8a4,18:51:43 31/08/2018
aadf0c77c12e4d9ca49a47a995f3e3e4,18:52:24 31/08/2018
c8d3f18087dd427eb3b5acf39094a1ad,19:04:33 31/08/2018
332b7c67012d45ee930f0a829f01a3a9,18:39:47 31/08/2018
fe9c539cbc2846cc98e2dafc59160a89,18:45:37 31/08/2018
b69ac59b08eb4eefa8e8a2f9316e0b01,18:45:03 31/08/2018
a86892a752b34f5fbaf73684d2d25ce5,18:34:10 31/08/2018
db861cc03d604bc58e72f9b750f1418f,18:43:26 31/08/2018
75cc3a15616e40e296288749bcf426f7,18:31:37 31/08/2018
772d93f644f748c1a2ddd90d6b646805,18:52:10 31/08/2018
09a61cf37c2549ab9ff5abfc985b3888,17:46:00 31/08/2018
2a8b9fd4c3e1440cb0e229bb84251a39,18:50:28 31/08/2018
1944d184c0574861b916c3b99c1ef90b,18:30:01 31/08/2018
e341398de531434b8bc51917fa256196,18:42:53 31/08/2018
e68292759799499b814add0ed720d73d,18:43:11 31/08/2018
1da81dd16ce049e7900587812dbf26b9,18:42:47 31/08/2018
0066baab63614ab2badbfecf96616b91,18:54:43 31/08/2018
71122bdeffef4a2fb4c4a3f60857bfb2,18:25:06 31/08/2018
3f321e4b507d45eba7842bb7834cb09c,18:53:54 31/08/2018
9ce021dae52f4509949c14f3ffe66863,17:37:16 31/08/2018
00addc71778b4a9aa28691f448158bcf,17:20:18 31/08/2018
0599692fe0e6405fb628b782b99d2e6b,18:40:18 31/08/2018
ce37237becde417a9c06800cac68c301,18:22:57 31/08/2018
0d04d1a7c4a44d0b9d5e08efde8039d4,18:28:30 31/08/2018
054037e0656d4bc293b3777dca8d4347,18:49:54 31/08/2018
bbd10809b134446c85a2f6d93ad6e5e9,18:52:48 31/08/2018
4709b1925c94437c883a6eb49561413a,18:35:22 31/08/2018
8cf5895f308641baa421d8e2dc8d06fd,18:39:18 31/08/2018
a3acf9f481cf4c37ab598064acc93f99,18:42:37 31/08/2018
85d127a363354c6994ac5b65567755cb,18:37:44 31/08/2018
b5d1d08963a548a3be96dbe789ddb615,18:48:51 31/08/2018
b718c9c4af9a4034835ec5ef56843e70,18:46:03 31/08/2018
96e1110ccb8c4cfe86a5d73139303fe6,18:54:20 31/08/2018
c74321488f2140dea515fefa6caf7b51,18:56:14 31/08/2018
f71ccb72f4ee4a969ebb6a348463712f,18:40:42 31/08/2018
7b8a3c021dd9482a9cdc1c70ca407004,18:46:06 31/08/2018
302d125564c148bfbf37638ba7631cad,18:21:00 31/08/2018
aa02608b551346b0aa7a89979cb4cc85,18:55:49 31/08/2018
7890fef5fa1d4c4499cd63a74a9f9071,18:48:14 31/08/2018
2dba423feaf94d269762ee6e476bcf04,18:43:20 31/08/2018
a7f805d199254af4a91086fafe329fe6,18:44:31 31/08/2018
3f582d657eda44639c1efd8dce6a2805,18:38:35 31/08/2018
8e43a1a300c0423daa984d7272b07a41,17:52:37 31/08/2018
685946c56a6c4514a5fa169dd40683a4,18:55:08 31/08/2018
fc0fb9aff2434159abf3f1b55a9203cc,18:52:28 31/08/2018
8a91496e073d4b5bae836f1bf13805bf,18:15:22 31/08/2018
f22dfd2a0faa41fea60c364639d25d58,18:21:36 31/08/2018
54787d96187840cc99affe0c382011cb,18:25:03 31/08/2018
b79f89b275c246c7bbee0fea62e4effd,18:21:17 31/08/2018
9b04e42ecc054cbfa7afbda92b393bb9,18:47:16 31/08/2018
584ef898dc524bb38038ed7f022d6d07,18:55:27 31/08/2018
863f91a4420a4d3a97b6dc2b4a79d977,18:56:01 31/08/2018
6dd9153b03c746a9b2fd002ff95ec2f9,18:15:44 31/08/2018
16364da3983c4da9980880bdfbe97846,18:32:29 31/08/2018
9788b68b03734cad84a30c1f75ec0587,18:36:50 31/08/2018
fb431cf3a22e41b980e89cca2bb9c591,18:57:37 31/08/2018
1ba3afd3daf14f01bd1347a16ea0f301,18:39:28 31/08/2018
fbca52a08384486cbd507c5f820dd24d,18:45:56 31/08/2018
1302fb497fb740b4b181493304c625ca,18:52:06 31/08/2018
fc745501e4cf469a91627a6655906896,18:55:38 31/08/2018
18eb23d5249e475d9816cceacc38baee,18:52:12 31/08/2018
a63c54f4d003438397e25290fd246b3a,18:51:09 31/08/2018
6a6228b93d51407db15e69c6437646c1,18:25:15 31/08/2018
af33f4c918b64282a63ed12603224c6f,18:25:39 31/08/2018
9a6c6b64ffa94d91abe067527fe32611,18:28:17 31/08/2018
3df92cb26644473291c38ec36feaf3b6,17:11:05 31/08/2018
e1f5abc3bd52441ea8a9c992a104ab74,18:39:35 31/08/2018
7f70ddc69efc47958fdc2b317704ecdb,18:55:46 31/08/2018
3e92f9eba5c14b12b97e9a0459b766c1,18:38:27 31/08/2018
028d612c9b7b4a27a9a9c777c9865f91,18:14:39 31/08/2018
7edda37b2b5a4511bc78bfcb61dd13f2,18:32:21 31/08/2018
33bb13a4d92a4cbf875b6ab41e5e8d39,18:54:36 31/08/2018
db92e7e05df54af49cadf115c1657385,18:32:22 31/08/2018
671b6abdee8a4b17a237539f590ff680,18:50:54 31/08/2018
b98cb482a7ee46cc9a2d2f1b154cc1ea,18:43:47 31/08/2018
a37cec45d90948ff8aeee7a1e72a4ba2,18:56:53 31/08/2018
6d4530992f0749e28393da3fd0d3e98e,18:46:39 31/08/2018
60a0bb1f130043ac8c5a16e8065a4c53,18:45:13 31/08/2018
872e2931e12045e99eb4bcf7ca2d07a1,18:33:15 31/08/2018
30ae88192b214baeb4d91af6fdb9212c,18:37:01 31/08/2018
39bbadf149e6440ca1ab7a04f77a17db,18:39:08 31/08/2018
f5b03b7b9da54883900e216e1848db82,18:25:01 31/08/2018
84825af178184a16b541978fe766927d,18:34:02 31/08/2018
61b512cf57f146f7a5ffd4be4c53d736,18:22:18 31/08/2018
58fe5256cd384028b657b32a2da8ed1d,18:49:30 31/08/2018
e43bbf2efee84930a25eff38fff6b2b1,19:04:15 31/08/2018
0acd901af97c4b53aeefeb82019ae2b2,18:51:05 31/08/2018
3772d49fb9554d30a24da009194a765b,18:24:55 31/08/2018
2403e53591ae4d0a9a4d77c4fff16e61,18:22:32 31/08/2018
9b76eccef5f943b8a39eefea79a21222,18:35:26 31/08/2018
51d5254a1e294cc8b1a2ccced30b878d,18:34:58 31/08/2018
6f447cd5d2ec40cbb8425a152518caeb,18:55:36 31/08/2018
ecf8b5012dd7496aa9c62c47389f7d01,18:35:03 31/08/2018
50d3266938b241afb9c6d2049796ac9b,18:43:54 31/08/2018
b3676edf3e2546dc88ce4fb6118a56e1,18:51:28 31/08/2018
82f5aa8c497d4521938e1fba555e2bf1,18:44:10 31/08/2018
e8e22cdec5e347169001c0424d8bb2d8,18:53:56 31/08/2018
6216c377634c434986ab7d560a322128,18:54:04 31/08/2018
e40cd63e846546c1ad11caf007db5129,18:27:31 31/08/2018
450af55aae1f4e00b97ed80134aedd07,18:33:57 31/08/2018
e844322da791436e8fd74ef93fd49d99,19:03:54 31/08/2018
755058c024c942619992deac77fb963c,18:54:12 31/08/2018
ad5d1f72bd0e46cd8e1d72f541c78f3c,18:55:18 31/08/2018
db16a5d34bd04c778f7557d9eebad436,18:28:48 31/08/2018
c436e3a114744d41a1dadbe1488a494e,18:29:07 31/08/2018
f4912049bb494eec82fcdfd94b106d88,18:39:10 31/08/2018
9f8349fdb69c4a49bf653a2ea91ac22a,18:25:29 31/08/2018
c28adea18f414657afceaea144f0b0b8,18:38:02 31/08/2018
fedd351843bc405cbf484a73a1e9c2c8,18:54:47 31/08/2018
48bdefcb99ce4454930d145baef04fcf,18:42:11 31/08/2018
6d3656ec189c43a5b8a652c34fc779ba,18:48:36 31/08/2018
88ab2ee4ddcf42ca972ae22e4b153256,18:40:08 31/08/2018
8624336e5db64889aa58513d647e7aca,18:53:06 31/08/2018
8a5e8a0ad48b496e9859b235250fb8cb,18:18:03 31/08/2018
7e8ecf2a42844b52ba7bc18ae4873258,18:37:14 31/08/2018
eba2d0ded04a4763a4aefa47faee6a61,18:25:54 31/08/2018
22264a1be300480f9aefab72d6797711,18:54:13 31/08/2018
d9808cfe5bbe4e24bbaabed9231a0b43,18:40:52 31/08/2018
bedf27571a734dc595c262396426be8e,18:43:33 31/08/2018
ff7a74635a3e417f8c19e746572e5bb8,18:43:48 31/08/2018
0b2e46976e1546e29e8875ed5f396de2,19:02:04 31/08/2018
208bd9fe90004d7ab92e231923a4e5df,18:46:43 31/08/2018
09085919646f44e382ed7ba4d5b4d6a9,18:50:57 31/08/2018
82b4e36044d742cc95faeab9b9117f18,18:51:59 31/08/2018
00c14475c6f749fcaceac028f7554dfe,18:55:19 31/08/2018
1701be383e73484492b47d8888e85b3c,18:15:59 31/08/2018
ace2949c6f924f4f896cbde390309422,18:41:47 31/08/2018
7b29979a794b41a9b8cd19a8d6ce57e2,18:55:10 31/08/2018
2482f1dfa9ec480e8e00cc6b5936a20e,19:13:40 31/08/2018
9c88a287fc2b4b7fa54cd235ca1c2d7e,18:49:19 31/08/2018
55cfa99df8894ac9a570001315e32fa4,18:42:56 31/08/2018
c72644d62a2649b48937d692e4b40512,18:48:49 31/08/2018
de3d2b552dec4fcdafd6278d467e4228,18:33:18 31/08/2018
88b87adb83144470821aca187ddd184c,18:47:55 31/08/2018
c284f9ecdd9c44ddad164a76648ded3e,18:40:58 31/08/2018
b8ac7d062b6e472bb2dc5c1c877f50e8,18:20:20 31/08/2018
ab8932b2e6a6449c9465fa8ffaf017d7,18:52:48 31/08/2018
916364420cb44749a7d1db77f9cca9d7,18:33:05 31/08/2018
13349c739b2f4ae0b6741d5e01d7a4c2,18:46:51 31/08/2018
764cedcce7004bdba390867dbf8cf84b,18:51:25 31/08/2018
b7a6fb35bc4c4f75a7c66d1112b45a55,18:46:24 31/08/2018
a462bbd3e26e4453ae89cc861a7003c7,18:20:52 31/08/2018
8a14f47d6c104d0fb5f86be5985e253a,18:27:54 31/08/2018
